,product,sentiment,hashtags,clean_tweet
1171,google,neutral,"['superhappydevhouse', 'sxsw', 'google']",listening to a furby choir o o superhappydevhouse  sxsw  google
1172,google,neutral,['sxsw'],so talked to a googler  she said no  no new products at sxsw but did point me at google social search 
1173,apple ipad,neutral,['sxsw'],my metric to determine the engagement of a sxsw session ipad battery drained using   in session no  
1174,google,neutral,['sxsw'],who wants to do a song lets work  google me mr   sxsw
1175,apple iphone,neutral,['sxsw'],listening to folks around the world making iphone music with smule ocarina  played zelda theme sxsw i
1176,google,neutral,"['sxsw', 'fb']",according to google marissa mayer future of location augmented reality contextual discovery making smartphones smarter  sxsw fb
1177,google,positive,['sxsw'],listening to google q a with what she is saying i see yelp and other services going to die   sxsw so far interesting
1178,google other,positive,['sxsw'],listening to google marissa mayer discuss new products including google hotpot  watch out yelp  sxsw
1179,google,neutral,['sxsw'],listening to google nadya direkova on using game mechanics to create user engagement in social web apps   sxsw
1180,google,neutral,['sxsw'],reactions to google circles news so far range from not again to please rescue me from the facebook   sxsw
1181,apple iphone,neutral,['sxsw'],flipboard to launch iphone app later this year  via  sxsw
1182,google,neutral,['sxsw'],according to marissa mayer   of google maps usage is mobile  sxsw
1183,google,neutral,"['hotwhat', 'sxsw']",listening to marissa mayer sales shpeal on google everything hotwhat  sxsw
1184,google,neutral,['sxsw'],listening to marissa meyer head of google social get grilled about jc penney lol sxsw
1185,apple,neutral,['sxsw'],apple set to open 'popup shop' in austin for sxsw rim hp r going to lease stores next door put up  coming soon  signs 
1186,apple,neutral,['sxsw'],apple set to open   sqft pop up store on congress ave during sxsw 
1187,apple ipad,neutral,"['sxsw', 'apple', 'ipad2', 'marketing', 'media']",apple set to open a pop up shop at the sxsw interactive conference   apple ipad  marketing media
1188,apple,neutral,['sxsw'],apple set to open popoup shop in austin at sxsw 
1189,apple,neutral,"['sxsw', 'sxswprsa', 'prsa']",apple set to open popup shop in austin  th  con for sxsw  via  sxsw sxswprsa prsa
1190,apple,neutral,['sxsw'],apple set to open popup shop in core of sxsw action    aapl
1191,apple,neutral,['sxsw'],apple set to open popup shop in core of sxsw action 
1192,apple ipad,neutral,['sxsw'],apple set to open popup shop in core of sxsw action  ipad on the ground 
1193,apple ipad,positive,"['sxsw', 'ipad2']",apple set to open popup shop in core of sxsw action  geeks need ipad love 
1194,apple ipad,neutral,"['sxsw', 'ipad2']",apple set to open popup shop in core of sxsw action for ipad unveiling 
1195,apple ipad,positive,['sxsw'],apple set to open popup shop in core of sxsw action  they're going to sell ipad at sxsw  
1196,apple,neutral,"['sxsw', 'app']",apple set to open popup shop in core of sxsw action  sxsw app    
1197,apple,neutral,"['sxsw', 'apple']",apple set to open popup shop in core of sxsw action  sxsw apple
1198,apple,positive,"['sxsw', 'apple', 'ipad', 'retail']",apple set to open popup shop in core of sxsw action  sxsw apple ipad retail
1199,apple,neutral,"['sxsw', 'apple']",apple set to open popup shop in core of sxsw action  sxsw apple apple set to open popup sh   
1200,apple,neutral,['sxsw'],apple set to open popup shop in core of sxsw action  via  sxsw
1201,apple ipad,neutral,"['ipad2', 'sxsw']",apple set to open popup shop in core of sxsw action to sell ipad   ipad  sxsw
1202,apple,neutral,"['sxsw', 'apple', 'austin']",apple set to open popup shop in core of sxsw action leases downtown space during festival  sxsw apple austin
1204,apple ipad,positive,['sxsw'],expecting to see a flood of shiny new ipad today  line at apple store was around the block sxsw
1205,google,negative,['sxsw'],so we get to see google fail at social on another day rt  okay no google circles debuting at sxsw today
1206,apple iphone,neutral,['sxsw'],listening to some australian knob celebrity journalist shoot and re shoot and re shoot his iphone vid about meeting the celebs at sxsw
1207,google,neutral,['sxsw'],listening to some google marketers speak based on the crowd and what they're all holding steve jobs is wealthier than i thought  sxsw
1208,google,neutral,['sxsw'],google vp to speak the topic   quick steps to owning everything in the world  sxsw 
1209,apple ipad,neutral,['sxsw'],it easy to spot the ipad  here at sxsw from a distance the majority of them have white screen bezels 
1210,apple,neutral,['sxsw'],on my way to the apple store to upgrade my pager   sxsw
1211,apple iphone,neutral,['sxsw'],listening to the developer of the netflix app for iphone talk about mistakes he made on the ap interesting stuff  sxsw
1214,apple ipad,neutral,['sxsw'],switching to the office ipad for this next session on flipboard gamechanger or passing fad  should like this one  sxsw
1215,apple ipad,neutral,['sxsw'],switching to the office ipad for this next session on flipboard gamechanger or passing fad   should like this one  sxsw
1216,apple iphone,neutral,"['sxsw', 'iphone', 'android', 'windowsphone']",come over to the tech cocktail event tonight to check out our mobile smackdown event  sxsw iphone android windowsphone
1217,google,positive,['sxsw'],listening to twit live  sxsw also went to boxee keg party google robots event saw tim ferris speak checked out ebay hackathon 
1218,apple ipad,positive,"['ipad', 'sxsw']",i'm going to wait for the ipad  you know its going to be better than the ipad   sxsw
1219,apple iphone,neutral,"['iphone', 'android', 'blackberry', 'windowsmobile', 'sxsw']",available today  mobile apps for iphone android blackberry and windowsmobile w facebook more info   sxsw
1220,apple ipad,positive,"['sxswi', 'sxsw']", i'm too fond of my ipad    sxswi sxsw
1221,google,neutral,"['google', 'socialmedia', 'sxsw']",social is too important for google to screw up with a big launch circus  socialmedia sxsw
1222,google,neutral,['sxsw'],social is too important for google to screw up with a big launch circus  sxsw via  
1223,apple ipad,neutral,['sxsw'],check out touching stories designing digital magazines for the ipad at sxsw   sxsw
1226,apple ipad,positive,['sxsw'],attending tv  new media  formula for success at sxsw seeing a lot of ipad  around here 
1227,apple ipad,positive,['sxsw'],there are two apple stores in atx  rt  the ipad  goes on sale next friday  the austin apple store is going to be busy  sxsw 
1228,apple,neutral,"['sxsw', 'pcbuzz']",apple has two austin stores but until this week no downtown presence that changes with an sxsw popup store  pcbuzz
1229,apple,positive,['sxsw'],apple has two austin stores but until this week no downtown presence that changes with an sxsw popup store   
1230,apple,neutral,"['ipad', 'sxsw', 'gadgets']",apple has two austin area retail locations but in anticipation of all the gadget    ipad sxsw gadgets 
1231,apple ipad,neutral,['sxsw'],please if u were able to    attend sxsw or buy an ipad today consider saving a few  for japan earthquake relief via 
1232,apple iphone,negative,"['sxsw', 'sxswi']",do i know u why u selling to me weve never talked i now hate your product rt  check out heyo  iphone sxsw sxswi
1233,apple,positive,"['apple', 'sxsw']",   unloading at apple store corner of th and congress in austin temp store for sxsw   dis awesome 
1234,google,neutral,['sxsw'],google to unveil new social platform circles that groups peeps by relevance sxsw
1235,apple ipad,neutral,['sxsw'],if i show up at sxsw with my st gen ipad will they still let me in the door 
1236,apple,positive,['sxsw'],apple pop up store for sxsw why not pop up genius bars  everywhere 
1237,apple,negative,['sxsw'],apple pop up store  line is ridic  sxsw  
1238,apple iphone,negative,['sxsw'],trying to update software    on iphone to download sxsw app but so far no luck  wonder if it because phone is from mexico 
1239,apple iphone,negative,['sxsw'],def could use an ipad for  sxsw today tweeting via iphone sorta pretty much sux 
1240,apple iphone,positive,['sxsw'],brilliant use case  sxsw    kik concierge service is great get  for android or iphone and add the sxsw user  ask away 
1241,apple,neutral,"['sxsw', 'arsxsw']",you wo not use glasses lies lies it a phone on your face people it a handsfree connection think apple  sxsw arsxsw
1242,apple ipad,neutral,['sxsw'],i want to use this video in my sxsw talk today but need to be able to download it to my ipad do you know how  
1243,apple app,positive,"['uxdes', 'sxsw']",  used   ipad app as an example of good navigation  uxdes sxsw 
1244,google,neutral,['sxsw'],is anyone using google checkins thru latitude  sxsw
1245,apple iphone,neutral,['sxsw'],argh the ux meet up is at the exact same time as the iphone dev meetup where is my clone  sxsw
1246,apple ipad,positive,"['connectedbrands', 'sxsw']",they have very little need for parents anymore comment on child playing with ipad    connectedbrands sxsw
1247,google,neutral,['sxsw'],   video interview with    at sxsw google deals  
1248,apple ipad,positive,['sxsw'],took some video on ipad  on th street the smart cover is rad filming on the huge display is nuts looks great on playback  sxsw
1249,google,neutral,['sxsw'],sweet tea vodka out of a glowstick cup does not scream google to me but it is baller  sxsw
1250,apple ipad,neutral,['sxsw'],my ipad  vs android panel starts at   at radisson bloody mary starts now  sxsw
1251,google,unknown,['sxsw'],this waze vs google discussion is one of the best i have seen at sxsw we need more competitors going head to head here 
1252,google,negative,"['socialfuel', 'sxsw']",dense una vuelta por socialfuel sxsw para ver la gran diferencia rt  the revolution will be clumsily translated by google 
1254,apple iphone,neutral,['sxsw'],the prob w seeing  at a sxsw interactive show is that these nerds are more concerned with their iphone videos than the actual show
1255,google,neutral,['sxsw'],  was asked what her favorite non google product was she said her swiss watch  sxsw
1256,google other,positive,['sxsw'],wishing i was at sxsw to see the rumored demo of  new social network 'circles'  via 
1257,apple iphone,neutral,['sxsw'],my iphone was stolen and i got it back     sxsw
1258,apple iphone,neutral,"['sxsw', 'filmfestepic']",clearly i was not back on twitter during tiff i do not think not on my iphone this sxsw is bigger than sundance even  filmfestepic
1260,google,negative,"['google', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newtwitter']",  why are we better than google       edchat musedchat sxsw sxswi classical newtwitter
1262,google other,positive,"['sxsw', 'google', 'circles']",   we interrupt your regularly scheduled sxsw geek programming with big news   google circles 
1263,google other,positive,"['sxsw', 'google', 'circles']",   we interrupt your regularly scheduled sxsw geek programming with big news   google circles  sounds interesting
1264,google,neutral,['sxsw'],yesterday we listened to google marissa mayer discuss mobile technologies and how over   of users use maps on their phones  sxsw
1266,google,neutral,['sxsw'],how about we  chase sweet  salty w sweet tea vodka  the google party  sxsw  gsd m  pic  
1267,apple ipad,neutral,"['mobile', 'sxsw', 'jobsearch']",   we will be spotlighting all our new mobile apps  sxsw  here a peak at our ipad jobsearch app video  
1268,apple ipad,positive,['sxsw'],at sxsw we're giving away an ipad  to the creator of the most popular disc during interactive create a disc  share on twitter 
1270,apple ipad,positive,"['sxsw', 'anybodywanttobuymeanipad2']",sxsw this weekend and ipad  release am i taking part in either sadly no  sxsw anybodywanttobuymeanipad 
1273,apple,negative,"['apple', 'sxsw']",if apple were not so cocky perhaps a separate ipad store at sxsw would have been a good idea guess they do not need the extra marketing 
1274,apple,neutral,['sxsw'],   what does an apple security guy after he locks up the store    sxsw   lol
1275,apple,neutral,"['help_sxsw', 'sxsw', 'rightnow']",   where is the apple store  help sxsw  use the command and it will give you the answer sxsw rightnow
1276,apple iphone,neutral,['sxsw'],i left my white iphone g in a cab in austin at sxsw internet please help 
1277,google,neutral,"['sxsw', 'mcommerce']",companies who are embracing nfc today google nfc window decal  nexus s  nokia willinclude in all smartphones in    sxsw mcommerce
1278,apple,neutral,"['sxsw', 'mcommerce']",companies who are embracing nfc  isis verizon  tmobile  verifone include in all new payment systems  apple ios  sxsw mcommerce
1279,apple iphone,neutral,['sxsw'],flipboard will launch iphone app before working on experiences for other tablets sxsw
1280,apple ipad,positive,"['austin', 'sxsw', 'ipad2']",brilliant win win  austin  sxsw and ipad   
1281,apple ipad,positive,['sxsw'],we have a winner   rt  this is awesome   how i got an ipad  during sxsw  via  
1282,apple,neutral,['sxsw'],i sort of wish the pop up apple store only sold actual apples just as a joke  sxsw
1283,google,positive,"['google', 'sxsw']",impressed with  from google articulate relevant  fun  sxsw  austin convention center 
1284,apple app,positive,"['hashable', 'sxsw', 'iphone', 'droid']",a new app with a resourceful way to get connected   hashable sxsw iphone droid
1285,android,neutral,['sxsw'], sxsw ers with an android jones what are you doing saturday      pm how about attending an android developer meetup details to come 
1286,google,neutral,['sxsw'],what up with google circles  sxsw
1287,apple ipad,neutral,"['smc', 'sxsw']",interview with mike mccue  co founder of flipboard  ipad users tune in now   smc sxsw
1288,apple ipad,neutral,"['smc', 'sxsw', 'fb']",interview with mike mccue  co founder of flipboard  ipad users tune in now   smc sxsw fb
1289,apple iphone,negative,['sxsw'],disgusted with my iphone battery life already down to   at   pm while my blackberry is going strong  sxsw
1290,apple,neutral,"['sxsw', 'atx']",what up with this pop up apple store coming to th street and south congress for sxsw atx
1291,apple ipad,positive,['sxsw'],wow just witnessed a homeless guy giving detailed ipad  inventory info to a passerby at the austin popup store  sxsw
1292,google,positive,['sxsw'],ouch who won google v bing  with all the respect the bing guy was invited just because they had to fill the third chair sxsw
1293,google,neutral,['sxsw'],  would like a data dashboard of what the govt knows about him like credit score google data dashboard  sxsw
1295,android app,positive,['sxsw'],   yes gowalla wins best andoid app at the team android choice awards thanks all  sxsw 
1296,apple ipad,neutral,['sxsw'],sxsw ppl you are our last hope of finding the monkey fucker who created the ipad bot that stalks me on twitter everytime i type ipad sxsw
1297,apple iphone,neutral,"['cmsxsw', 'sxsw']", are you bringing flipboard to android no but we are bringing it to iphone we're still rounding over the corners for ios  cmsxsw sxsw
1298,apple,neutral,"['nonprofit', 'sxsw']",make sure you bring your business card to the nonprofit meetup at sxsw it your ticket into our drawing for a   apple gift card 
1299,apple ipad,neutral,['sxsw'],make sure you see   i at gaslamp strip tonight  unless you're at sxsw in which case bring me back a new ipad 
1300,google other,negative,['sxsw'],just when you thought social could not get more overblown at sxsw google may be announcing circles today  
1301,google,neutral,"['agchat', 'sxsw']",google is your friend salicornia rt  what is the name of the bio diesel plant that grows in salt water  agchat sxsw
1302,apple ipad,neutral,['sxsw'],and bring your laptop ipad rt  you should go to participate in this today   sxsw
1303,apple ipad,positive,['sxsw'],check out your mom has an ipad designing for boomers at sxsw   sxsw
1304,google,neutral,['sxsw'],improving your web design using engineering metrics or intuition google overuse metrics that cannot find the best solution use both  sxsw
1306,google,positive,['sxsw'],                 google to launch major new social network called circles possibly today  sxsw
1307,apple ipad,neutral,"['winning', 'sxsw', 'ipad2']",i really feel bad for the apple employees in austin this friday  winning sxsw ipad 
1308,apple ipad,neutral,"['ipad2', 'ipad', 'sxsw']",  look guys its simple personal clouds ca not exist without you   unless i wanna pay   for a static ip   ipad  ipad  sxsw
1309,apple,negative,"['apple', 'sxsw', 'rji']",  apple is the classiest fascist company in america really elegant  sxsw rji
1310,apple app,positive,"['sxsw', 'gsdm', 'sxswmobileapps']",mint com  confines of coding for iphone app 'a luxury' did not have to worry about learning diff phone versions sxsw gsdm sxswmobileapps
1311,apple iphone,neutral,"['sxsw', 'lp', 'travel']",hey sxsw ers rt  rt  last day to get the lp austin iphone app for free  travel
1312,google,neutral,"['google', 'circles', 'social', 'sxsw']", false alarm google circles not coming now  and probably not ever    google circles social sxsw
1313,apple ipad,positive,"['enchantment', 'ipad', 'kindle', 'sxsw']", got my copy of enchantment ipad kindle today so excited thx for keeping the world enchanted glad you're at sxsw again 
1314,apple,neutral,['sxsw'],sxsw ppl  i did not see you bargain at the apple booth why you tryna bargain with the call girl on backpages  sxsw
1315,apple ipad,neutral,"['sxsw', 'uxdes']",lynn teo  new nav schemas for ipad  sxsw uxdes
1316,apple,neutral,['sxsw'],overcome  provide social proof apple white earbuds  via  sxsw
1317,google,positive,"['sxsw', 'googlecircles']", re  lack of sxsw newsworthy announcements  unless you count google circles   googlecircles
1320,apple ipad,neutral,"['touchingstories', 'sxsw', 'ipad']",print     tablets     web  tablets were what we needed to bridge the gap  touchingstories sxsw  ipad
1321,apple iphone,positive,"['ubersocial', 'iphone', 'sxsw']",  rt  new ubersocial for iphone now in the app store includes uberguide to sxsw   
1322,apple iphone,positive,"['ubersocial', 'iphone', 'sxsw']",  rt  new ubersocial for iphone now in the app store includes uberguide to sxsw cont  
1323,apple,neutral,"['sxsw', 'apple']",hey sxsw ers  coming in now how long is the apple pop up store line 
1324,apple,positive,['sxsw'],apple out markets all comers at sxsw 
1325,google,neutral,"['sxsw', 'gsdm']", p a r t y i n g  rt  gsd m and google   sitting in a tree  sxsw gsdm
1326,apple,positive,['sxsw'],apple pop up at sxsw  ordinance on the front line  admission is the first step to recovery  
1327,apple,neutral,['sxsw'],apple pop up shop sxsw 
1328,apple,positive,['sxsw'],apple pop up shop for sxsw how cool is that  
1329,apple ipad,neutral,['sxsw'],apple pop up store has popped up next to my hotel to ipad  or not to ipad   that is the question   sxsw
1330,apple,neutral,"['sxsw', 'brilliant', 'popupstore', 'experiential']",apple pop up store in austin for sxsw  by  via    brilliant popupstore experiential
1331,google,positive,"['agileagency', 'sxsw']",at google  people do the work of  people rather than  people doing the work of   agileagency sxsw
1332,apple ipad,neutral,['sxsw'],flipboard a social magazine for the ipad teams up with duranduran in flipboard live magazine for an interview during sxsw
1333,apple,neutral,['sxsw'],well damn apple setting up a pop up shop at sxsw 
1334,google,neutral,"['sxsw', 'hacknews', 'drumbeat', 'mojo']",tristan h apture being fast  iterative w your news content means google finds you first  sxsw hacknews drumbeat mojo
1335,apple,neutral,['sxsw'],hopefully at t and verizon will have pop up cell sites to go along with apple pop up store at sxsw
1337,android,neutral,['sxsw'],conan doc cdr radio android party npr shindig general raging pretty sure i'm doing sxsw proper it is a sprint not a marathon right 
1338,apple ipad,neutral,['sxsw'],new kicks clif bars  g ipad sxsw 
1339,apple iphone,negative,['sxsw'],lost ipad corrupted iphone and crazy hotels good times  sxsw  aus austin bergstrom 
1340,apple ipad,neutral,"['mobilefail', 'sxsw']",yesterday i left the house without my phone then i forgot to charge ipad overnight  mobilefail sxsw
1341,apple iphone,neutral,['sxsw'],next year i'm going to set up a bootleg sidewalk cart in austin and sell macbook power adapters and iphone cables oh and red bull  sxsw
1342,apple iphone,negative,['sxsw'],at midday iphone at mid battery this outlet blocked by an immobile booth serves no purpose but to taunt me  sxsw 
1343,apple iphone,unknown,"['internalalarmclockftw', 'sxsw']",wow folks make sure that iphone ringer is turned all the way up when u have to be up pre sunrise for a flight  internalalarmclockftw sxsw
1344,apple iphone,neutral,['sxsw'],who knows maybe  will do it rt  are you going to gary talk wish i could be there  iphone me a clip if you go sxsw
1346,apple iphone,positive,['sxsw'],i'm sorry not going to the  party at sxsw   iphone forever   
1347,apple ipad,neutral,"['sxsw', 'ipad']",sxsw tips prince npr videos toy shopping with zuckerberg   sxsw  ipad
1348,google,neutral,"['sxsw', 'beevil', 'ucpress', 'google']",great job siva rt  a brief account of my sxsw talk be evil  beevil  ucpress google
1349,apple ipad,neutral,"['sxsw', 'thisiscrazyfun']",booth   there is still time for the power challenge ride the bike get a bottle enter to win an ipad  sxsw thisiscrazyfun
1351,apple ipad,neutral,"['sxsw', 'ipad2']",skore   heard about apple pop up store in downtown austin pics are already on gowalla   sxsw ipad 
1352,apple iphone,neutral,"['sxsw', 'protip', 'in']",done  done  behind on  s of emails give them all  line iphone composed replies  sxsw protip in
1353,apple iphone,positive,['sxsw'],ning  mobile roadie are thrilled to offer the unofficial sxsw insider guide for iphone have fun in austin  
1354,google,positive,"['agileagency', 'sxsw']",this  rt  at google  people do the work of  people rather than  people doing the work of   agileagency sxsw
1355,apple iphone,neutral,['sxsw'],neck  shoulders are killing me thanks to the  hours a day i spend heads down w my iphone at sxsw where  get it fixed in austin 
1356,android app,positive,['sxsw'],find  start impromptu parties at sxsw with   i ca not wait til the android app comes out 
1357,apple iphone,neutral,"['iphone', 'sxsw']",the austin guide lonely planet is currently free in the iphone app store sxsw
1358,apple ipad,neutral,['sxsw'],oh  like i ca not believe i have had three boyfriends since the first ipad   sxsw
1359,apple,positive,['sxsw'],the pop up apple store is packed  sxsw
1360,apple iphone,neutral,"['verizonftw', 'sxsw']",as at t iphone are failing everywhere my verizon iphone is doing just great  verizonftw sxsw
1361,apple ipad,positive,"['sxsw', 'strangeproblems']",oh  while we're here we should check out this new ipad  'thing'  sxsw strangeproblems
1362,apple iphone,neutral,"['sxsw', 'fail']",oh  you can download our free iphone app it sort of a social networking kind of thing  sxsw fail
1363,apple iphone,neutral,['sxsw'],ideas rt  groups were challenged with coming up with an iphone app to solve their parenting start up issues sxsw
1364,google other,positive,['sxsw'],sweet rt  rt  google to launch major new social network called circles possibly today  sxsw
1365,apple ipad,neutral,"['sxsw', 'gamification', 'ipad', 'design', 'banking', 'marketing', 'artikelen', 'dossiers', 'events', 'mediapers']", sxsw    gamification  ipad design mobile banking  marketing    artikelen dossiers events mediapers
1366,apple,positive,['sxsw'],nice move apple set to open popup shop in core of sxsw action 
1367,apple iphone,neutral,['sxsw'],announced as of today  is no longer wine library tv new app for iphone is daily grape  sxsw
1368,google,neutral,"['sxsw', 'sxswi']",dear sxsw bad planning room wise for the q a with google  bing at hilton salon j way too small a room long line outside  sxsw sxswi
1369,google,positive,['sxsw'],big night come party down with  and google tonight at sxsw  bands food art interactive maps cc  
1370,android,neutral,['sxsw'],game plan free food at pepsi convention center burner party android party at luster pearl  and all that happens between sxsw
1371,google,unknown,['sxsw'],let see google announcing circles obama in austin  sxsw donates proceeds to japan ho hum
1372,google,neutral,"['sxsw', 'sxswi']",confirmed google circles to be launched later today sxsw sxswi
1373,apple iphone,neutral,['sxsw'],good news i did not break my iphone bad news  screw just would not budge so i could not replace my battery hope it can stand up to sxsw 
1376,apple iphone,neutral,"['sxsw', 'bemyneighbor']",simplegeo mobile phone ubiquity is creating a huge sensor network iphone has  diff sensors  sxsw bemyneighbor
1377,apple ipad,neutral,['sxsw'],in austin not surprising most popular accessory seems to be the ipad closely followed up by bbq pork waffle cone  sxsw
1378,apple app,negative,['sxsw'],sxsw    novelty of ipad news apps fades fast among digital delegates  via  sxsw xipad
1379,apple ipad,neutral,"['touchingstories', 'ipad', 'tablet', 'sxsw']",challenge rethink reading  touchingstories ipad and or tablet sxsw
1380,apple ipad,neutral,['sxsw'],toptweets rt  it not a rumor apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch 
1381,apple,neutral,['sxsw'],toptweets rt  it not a rumor apple is opening up a temporary store in downtown austin for sxsw and the   
1382,google,neutral,['sxsw'],sxsw    the google and bing smackdown in all its bloody banality guardian   sxsw
1383,google,neutral,"['sxsw', 'sxswi']",dear sxsw when you have matt cutts from google you may want to provide a larger room that salon j at hilton just sayin' sxsw sxswi
1385,google,neutral,['sxsw'],anonymity zuckerberg wrong says chan moot sxsw  via  google circles opportunity with profiles 
1386,apple iphone,unknown,['sxsw'],  maybe not entirely hd flip iphone other xl footage   but certainly your concerts at sxsw it gonna be grand 
1387,apple iphone,neutral,"['ubersocial', 'iphone', 'sxsw', 'mashable']", new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable 
1388,apple iphone,positive,"['sxsw', 'sxswchi', 'sxswi']",thank you   rt  just picked up  book killer photoes with your iphone  sxsw sxswchi   sxswi
1389,apple ipad,positive,"['sxsw', 'playsxsw']",good work     check the latest stream at apple store at sxsw   ipad here i come  playsxsw 
1390,apple,neutral,['sxsw'],confirmed apple store  week popup in austin for sxsw now with picture    via  who gave us no credit  
1391,apple app,positive,"['itunes', 'austin', 'bbq', 'sxsw', 'sxswi']",good news austin eats bbq for iphone is now available   itunes austin bbq sxsw sxswi
1392,apple iphone,neutral,"['itunes', 'austin', 'bbq', 'sxsw', 'sxswi']",good news austin eats bbq for iphone is now available   itunes austin bbq sxsw sxswi via 
1394,apple ipad,neutral,"['sxsw', 'local']",get on it join actsofsharing com starting tonight the person with the most friends in their city by end of sxsw wins an ipad   local
1396,apple app,positive,"['ubersocial', 'iphone', 'sxsw']",bout time rt  new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored cont  
1397,google,positive,['sxsw'],good info rt  how to improve website rankings advice from google  bing at sxsw 
1398,apple,neutral,['sxsw'],i knew it rt  apple set to open popup shop in core of sxsw action  via  sxsw
1399,apple iphone,neutral,['sxsw'],iron mike rt  i will be at the austin convention center today w my  fam  showing my new iphone game  sxsw
1400,apple ipad,neutral,['sxsw'],of course rt  sxsw ipad store sold out of everything except  gig wifi only white
1401,apple,positive,['sxsw'],oh my god rt  it not a rumor apple opening up a temporary store in downtown austin for sxsw ipad  launch 
1402,google,negative,"['psych', 'sxsw']",so true  rt  'google lost its way by caring too much for the business vs the users'   psych sxsw
1405,apple,positive,['sxsw'],very cool rt  rt  not a rumor apple to open temporary store in dt atx for sxsw  ipad  launch 
1407,google,positive,['sxsw'],oh snap   at an  s party hosted by google  sxsw
1408,apple,positive,['sxsw'],brilliant  marketing  apple will be opening a temporary store in downtown austin next to sxsw and the world buy it 
1409,apple,positive,['sxsw'],brilliant  rt  i have been having meetings while i'm in line at the sxsw popup apple store for the ipad  i love this place 
1410,android app,positive,['sxsw'],congrats  rt  yes gowalla wins best andoid app at the team android choice awards thanks all  sxsw
1411,apple,positive,['sxsw'],love this   rt  rt  not a rumor apple to open temporary store in dt atx for sxsw  ipad  launch
1412,apple,neutral,"['sxsw', 'apple']",                                rt  get a look at sxsw rumored apple pop up store in austin  
1414,apple iphone,neutral,['sxsw'],what time i'm in rt  i will be at the austin convention center today w my  fam  showing my new iphone game  sxsw
1416,apple ipad,neutral,['sxsw'],at sxsw  mindtouchers    are there giving ipad demos of mindtouch tcs tweet them to check it out 
1417,apple iphone,neutral,"['ubersocial', 'iphone', 'sxsw']",apaan nih rt   rt new ubersocial for iphone now in the app store includes uberguide to sxsw
1420,apple,neutral,['sxsw'],confirmed  apple pop up store on  th congress in austin  line not too bad right now  sxsw 
1421,apple iphone,positive,['sxsw'],well yeah  music  iphone nerds rt  my god cute girls everywhere  i love when interactive ends and music begins sxsw
1422,apple app,negative,"['ubersocial', 'iphone', 'sxsw']",shite app   rt  new ubersocial for iphone now in the app store includes uberguide to sxsw sponso   cont  
1423,apple,positive,"['apple', 'sxsw']",brilliant  apple is setting up a pop up store in downtown austin to sell tons of ipad s to sxsw attendees of course  
1424,apple ipad,neutral,['sxsw'],it begins happy friday everyone   sxsw starting spring break ipad  releasing today pre order  music 
1425,apple,positive,['sxsw'],brilliant rt  apple set to open popup shop in core of sxsw action  they're going to sell ipad at sxsw  
1426,apple iphone,neutral,['sxsw'],hilarious rt  look for me at sxsw i'm the bearded guy in plaid on an iphone  sxsw
1427,google,neutral,['sxsw'],hmmmm   rt  google to launch major new social network  circles  possibly today  sxsw
1428,apple ipad,neutral,['sxsw'],very true rt   dude there earthquakes  tsunamis ipad  and sxsw get with it 
1429,apple app,positive,"['hollergram', 'sxsw']",well done see you tonight rt  w t  wrote about our hollergram ipad app for sxsw  
1430,apple app,positive,"['ubersocial', 'iphone', 'sxsw', 'mashable']",finally  yeaayyy rt  new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable
1431,apple iphone,neutral,"['ubersocial', 'iphone', 'sxsw']",akhirnya     new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by  
1432,apple ipad,neutral,['sxsw'],no no no  my bad its lady xd  sxsw ipad rebecca black jurassic park
1433,apple ipad,neutral,"['ipad2', 'sxsw']",craziness   ipad  sxsw  apple store sxsw 
1434,apple ipad,positive,['sxsw'],it begins  on a story about a cool sxsw app and also apple is launching the ipad  from a temp store stay tuned  i love you  sxsw
1435,apple other,positive,"['sxsw', 'ipad2']",very wise  rt  apple is opening up a temp store in austin for sxsw  via  ipad 
1436,google,positive,"['sxsw', 'socialmedia']", just fyi   breaking google to launch major new social network called circles  today  via  sxsw socialmedia
1437,apple ipad,positive,['sxsw'],brilliant  i hope they have plenty of ipads  rt  apple to open pop up shop at sxsw report    sxsw
1438,apple iphone,neutral,['sxsw'],if i had   for each iphone picture of the registration queue taken in the past  mins i could hire someone to wait in my place  sxsw
1439,apple ipad,neutral,"['japan', 'sxsw', 'earthquake']", ragtube com  my way  japan sxsw earthquake redcross chuck greenberg tokyo hurricane katrina crescent city ipad
1440,apple ipad,neutral,['sxsw'], new  apple ipad  invades sxsw 
1441,apple,positive,['sxsw'], new  best of both worlds apple pop up store invades sxsw  sxsw
1442,google,neutral,"['sxswi', 'sxsw']",hurrah  the sxswi festivities have begun met some mozilla and google folks tonight at  event  sxsw
1443,apple app,positive,"['smmnextgen', 'sxsw']",'goodguide' iphone app scans barcode to rank environmental responsibility of the company nice pressure smmnextgen sxsw
1444,apple ipad,positive,['sxsw'],i think i'm getting ready to order an ipad  with the  i would have had to spend to attend sxsw
1445,apple iphone,neutral,['sxsw'],i think i'm going to get a second iphone just to view push notifications  sxsw
